studentId,studentName,skillType,fromLevel,toLevel,itemId,itemName,tier,quantity,sourceUrl,needsReview
kei,Kei,passive,5,6,millennium_note_t1,밀레니엄 일반 기술 노트,1,12,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,5,6,broken_phaistos_disc,Broken Phaistos Disc,0,10,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,5,6,istanbul_rocket_piece,Istanbul Rocket Piece,,19,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,5,6,credit,크레딧,,300000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,6,7,millennium_note_t2,밀레니엄 상급 기술 노트,2,8,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,6,7,damaged_phaistos_disc,Damaged Phaistos Disc,1,3,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,6,7,broken_istanbul_rocket,Broken Istanbul Rocket,0,16,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,6,7,credit,크레딧,,450000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,7,8,millennium_note_t3,밀레니엄 최상급 기술 노트,3,8,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,7,8,millennium_note_t2,밀레니엄 상급 기술 노트,2,12,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,7,8,intact_phaistos_disc,Intact Phaistos Disc,3,4,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,7,8,repaired_istanbul_rocket,Repaired Istanbul Rocket,,8,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,7,8,credit,크레딧,,1500000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,8,9,millennium_note_t3,밀레니엄 최상급 기술 노트,3,12,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,8,9,intact_phaistos_disc,Intact Phaistos Disc,3,9,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,9,repaired_istanbul_rocket,Repaired Istanbul Rocket,,15,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,9,credit,크레딧,,2400000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,9,10,secret_tech_sheet,비의서,,1,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,passive,9,10,credit,크레딧,,4000000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,1,2,millennium_note_t0,밀레니엄 초급 기술 노트,0,5,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,1,2,credit,크레딧,,5000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,2,3,millennium_note_t0,밀레니엄 초급 기술 노트,0,8,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,2,3,credit,크레딧,,7500,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,3,4,millennium_note_t1,밀레니엄 일반 기술 노트,1,5,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,3,4,millennium_note_t0,밀레니엄 초급 기술 노트,0,12,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,3,4,phaistos_disc_piece,Phaistos Disc Piece,,5,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,3,4,credit,크레딧,,60000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,4,5,millennium_note_t1,밀레니엄 일반 기술 노트,1,8,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,4,5,broken_phaistos_disc,Broken Phaistos Disc,0,4,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,4,5,istanbul_rocket_piece,Istanbul Rocket Piece,,14,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,4,5,credit,크레딧,,90000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,5,6,millennium_note_t2,밀레니엄 상급 기술 노트,2,5,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,5,6,millennium_note_t1,밀레니엄 일반 기술 노트,1,12,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,5,6,broken_phaistos_disc,Broken Phaistos Disc,0,10,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,5,6,istanbul_rocket_piece,Istanbul Rocket Piece,,19,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,5,6,credit,크레딧,,300000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,6,7,millennium_note_t2,밀레니엄 상급 기술 노트,2,8,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,6,7,damaged_phaistos_disc,Damaged Phaistos Disc,1,3,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,6,7,broken_istanbul_rocket,Broken Istanbul Rocket,0,16,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,6,7,credit,크레딧,,450000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,7,8,millennium_note_t3,밀레니엄 최상급 기술 노트,3,8,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,7,8,millennium_note_t2,밀레니엄 상급 기술 노트,2,12,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,7,8,intact_phaistos_disc,Intact Phaistos Disc,3,4,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,7,8,repaired_istanbul_rocket,Repaired Istanbul Rocket,,8,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,7,8,credit,크레딧,,1500000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,8,9,millennium_note_t3,밀레니엄 최상급 기술 노트,3,12,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,8,9,intact_phaistos_disc,Intact Phaistos Disc,3,9,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,8,9,repaired_istanbul_rocket,Repaired Istanbul Rocket,,15,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,8,9,credit,크레딧,,2400000,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,9,10,secret_tech_sheet,비의서,,1,https://bluearchive.wiki/wiki/Kei,false
kei,Kei,sub,9,10,credit,크레딧,,4000000,https://bluearchive.wiki/wiki/Kei,false
