studentId,studentName,skillType,tableIndex,rowIndex,colIndex,cellText,sourceUrl,needsReview
kei,Kei,normal,7,2,1,"When the amplifier effect ends, deal 148% damage to one enemy, plus 40% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats)",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,3,0,2,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,3,1,"Beginner Tech Notes (Millennium) | Credits | When the amplifier effect ends, deal 155% damage to one enemy, plus 44% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats) 5 5000",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,4,0,3,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,4,1,"Beginner Tech Notes (Millennium) | Credits | When the amplifier effect ends, deal 163% damage to one enemy, plus 48% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats) 8 7500",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,5,0,4,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,5,1,"Normal Tech Notes (Millennium) | Beginner Tech Notes (Millennium) | Phaistos Disc Piece | Credits | When the amplifier effect ends, deal 192% damage to one enemy, plus 60% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats) 5 12 5 60k",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,6,0,5,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,6,1,"Normal Tech Notes (Millennium) | Broken Phaistos Disc | Istanbul Rocket Piece | Credits | When the amplifier effect ends, deal 200% damage to one enemy, plus 64% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats) 8 4 14 90k",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,7,0,6,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,7,1,"Advanced Tech Notes (Millennium) | Normal Tech Notes (Millennium) | Broken Phaistos Disc | Istanbul Rocket Piece | Credits | When the amplifier effect ends, deal 207% damage to one enemy, plus 68% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats) 5 12 10 19 300k",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,8,0,7,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,8,1,"Advanced Tech Notes (Millennium) | Damaged Phaistos Disc | Broken Istanbul Rocket | Credits | When the amplifier effect ends, deal 237% damage to one enemy, plus 80% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats) 8 3 16 450k",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,9,0,8,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,9,1,"Superior Tech Notes (Millennium) | Advanced Tech Notes (Millennium) | Intact Phaistos Disc | Repaired Istanbul Rocket | Credits | When the amplifier effect ends, deal 244% damage to one enemy, plus 84% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats) 8 12 4 8 1.5M",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,10,0,9,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,10,1,"Superior Tech Notes (Millennium) | Intact Phaistos Disc | Repaired Istanbul Rocket | Credits | When the amplifier effect ends, deal 252% damage to one enemy, plus 88% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats) 12 9 15 2.4M",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,11,0,10,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,normal,7,11,1,"Secret Tech Notes | Credits | When the amplifier effect ends, deal 281% damage to one enemy, plus 100% of the amplifier's accumulated damage. (This damage can not be critical and is not affected by Kei's stats) 1 4M",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,0,0,Passive Skill,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,0,1,SkillIcon_Background_Mystic.svg | 59px-COMMON_SKILLICON_WEAPONBUFF.png | 私は抗い続けます！ • I will resist! Increase Critical Damage by 14~26.6% .,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,1,0,Lv.,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,1,1,Description,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,2,0,1,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,2,1,Increase Critical Damage by 14% .,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,3,0,2,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,3,1,Beginner Tech Notes (Millennium) | Credits | Increase Critical Damage by 14.7% . 5 5000,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,4,0,3,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,4,1,Beginner Tech Notes (Millennium) | Credits | Increase Critical Damage by 15.4% . 8 7500,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,5,0,4,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,5,1,Normal Tech Notes (Millennium) | Beginner Tech Notes (Millennium) | Phaistos Disc Piece | Credits | Increase Critical Damage by 18.2% . 5 12 5 60k,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,6,0,5,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,6,1,Normal Tech Notes (Millennium) | Broken Phaistos Disc | Istanbul Rocket Piece | Credits | Increase Critical Damage by 18.9% . 8 4 14 90k,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,7,0,6,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,7,1,Advanced Tech Notes (Millennium) | Normal Tech Notes (Millennium) | Broken Phaistos Disc | Istanbul Rocket Piece | Credits | Increase Critical Damage by 19.6% . 5 12 10 19 300k,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,8,0,7,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,8,1,Advanced Tech Notes (Millennium) | Damaged Phaistos Disc | Broken Istanbul Rocket | Credits | Increase Critical Damage by 22.4% . 8 3 16 450k,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,9,0,8,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,9,1,Superior Tech Notes (Millennium) | Advanced Tech Notes (Millennium) | Intact Phaistos Disc | Repaired Istanbul Rocket | Credits | Increase Critical Damage by 23.1% . 8 12 4 8 1.5M,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,10,0,9,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,10,1,Superior Tech Notes (Millennium) | Intact Phaistos Disc | Repaired Istanbul Rocket | Credits | Increase Critical Damage by 23.8% . 12 9 15 2.4M,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,11,0,10,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,passive,8,11,1,Secret Tech Notes | Credits | Increase Critical Damage by 26.6% . 1 4M,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,0,0,Sub Skill,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,0,1,"SkillIcon_Background_Mystic.svg | 59px-COMMON_SKILLICON_WEAPONBUFF.png | 共に歩む仲間 • Friends walking together When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 13.1~22.3% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation)",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,1,0,Lv.,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,1,1,Description,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,2,0,1,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,2,1,"When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 13.1% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation)",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,3,0,2,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,3,1,"Beginner Tech Notes (Millennium) | Credits | When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 13.4% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation) 5 5000",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,4,0,3,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,4,1,"Beginner Tech Notes (Millennium) | Credits | When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 14.1% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation) 8 7500",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,5,0,4,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,5,1,"Normal Tech Notes (Millennium) | Beginner Tech Notes (Millennium) | Phaistos Disc Piece | Credits | When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 15.4% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation) 5 12 5 60k",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,6,0,5,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,6,1,"Normal Tech Notes (Millennium) | Broken Phaistos Disc | Istanbul Rocket Piece | Credits | When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 16% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation) 8 4 14 90k",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,7,0,6,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,7,1,"Advanced Tech Notes (Millennium) | Normal Tech Notes (Millennium) | Broken Phaistos Disc | Istanbul Rocket Piece | Credits | When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 16.4% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation) 5 12 10 19 300k",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,8,0,7,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,8,1,"Advanced Tech Notes (Millennium) | Damaged Phaistos Disc | Broken Istanbul Rocket | Credits | When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 19% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation) 8 3 16 450k",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,9,0,8,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,9,1,"Superior Tech Notes (Millennium) | Advanced Tech Notes (Millennium) | Intact Phaistos Disc | Repaired Istanbul Rocket | Credits | When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 19.3% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation) 8 12 4 8 1.5M",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,10,0,9,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,10,1,"Superior Tech Notes (Millennium) | Intact Phaistos Disc | Repaired Istanbul Rocket | Credits | When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 19.6% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation) 12 9 15 2.4M",https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,11,0,10,https://bluearchive.wiki/wiki/Kei,true
kei,Kei,sub,9,11,1,"Secret Tech Notes | Credits | When the amplifier starts, increase Critical Rate of allies within the amplifier's range by 22.3% for 25 seconds . When the amplifier ends, 10% of the damage dealt to enemies by allies other than Kei within the amplifier's range is accumulated (up to 5000% of Kei's basic attack power). (The amount accumulated at the end of the operation is reset on each activation) 1 4M",https://bluearchive.wiki/wiki/Kei,true
